,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
45,Aston Villa,Brighton,2023-05-28,16:30:00,Matchweek 38,Sun,Away,L,1,2,0,0,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.4,0.15000000000000002,0.20000000000000007,-0.6000000000000001,0.14999999999999997,0.5,0.19999999999999996,-0.5,0.25,-0.35,0.04999999999999993,-0.2,-0.49999999999999994,-0.39999999999999997,-0.25,-0.19999999999999998,0.5499999999999999
46,Aston Villa,Chelsea,2022-10-16,14:00:00,Matchweek 11,Sun,Away,W,2,0,1,0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.25,0.35,0.55,0.1499999999999999,0.45,0.55,-0.35000000000000003,-0.65,0.35,0.20000000000000007,0.3999999999999999,-0.30000000000000004,-0.29999999999999993,-0.5,0.04999999999999993,0.25,0.7999999999999999
47,Aston Villa,Chelsea,2023-04-01,17:30:00,Matchweek 29,Sat,Home,L,0,2,0,1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.25,0.35,0.55,0.1499999999999999,0.45,0.55,-0.35000000000000003,-0.65,0.35,0.20000000000000007,0.3999999999999999,-0.30000000000000004,-0.29999999999999993,-0.5,0.04999999999999993,0.25,0.7999999999999999
48,Aston Villa,Crystal Palace,2022-08-20,15:00:00,Matchweek 3,Sat,Home,W,3,1,1,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.050000000000000044,0.20000000000000007,0.25,-0.10000000000000009,-0.30000000000000004,0.25,0.1499999999999999,-0.15000000000000002,0.1499999999999999,-0.04999999999999993,-0.050000000000000044,-0.6,-0.09999999999999998,-0.04999999999999993,0.29999999999999993,0.35,0.6
49,Aston Villa,Crystal Palace,2023-03-04,15:00:00,Matchweek 26,Sat,Away,L,0,1,0,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.050000000000000044,0.20000000000000007,0.25,-0.10000000000000009,-0.30000000000000004,0.25,0.1499999999999999,-0.15000000000000002,0.1499999999999999,-0.04999999999999993,-0.050000000000000044,-0.6,-0.09999999999999998,-0.04999999999999993,0.29999999999999993,0.35,0.6
50,Aston Villa,Everton,2022-08-13,12:30:00,Matchweek 2,Sat,Away,L,1,2,0,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.15000000000000002,-0.14999999999999997,-0.04999999999999999,-0.25,0.10000000000000003,-0.19999999999999998,0.25,0.09999999999999998,-0.4,-0.44999999999999996,-0.35000000000000003,0.35,-0.19999999999999996,0.35,-0.09999999999999998,0.6,0.1
51,Aston Villa,Everton,2023-02-25,15:00:00,Matchweek 25,Sat,Home,L,0,2,0,1,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.15000000000000002,-0.14999999999999997,-0.04999999999999999,-0.25,0.10000000000000003,-0.19999999999999998,0.25,0.09999999999999998,-0.4,-0.44999999999999996,-0.35000000000000003,0.35,-0.19999999999999996,0.35,-0.09999999999999998,0.6,0.1
52,Aston Villa,Fulham,2022-10-20,19:30:00,Matchweek 12,Thu,Home,W,3,0,1,1,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.5499999999999999,-0.35,0.0,0.04999999999999993,0.14999999999999997,0.20000000000000007,-0.25000000000000006,-0.15000000000000002,0.0,-0.35,-0.35000000000000003,-0.050000000000000044,0.10000000000000009,0.0,0.29999999999999993,0.5,0.44999999999999996
53,Aston Villa,Fulham,2023-04-25,19:45:00,Matchweek 33,Tue,Away,L,0,1,0,0,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.5499999999999999,-0.35,0.0,0.04999999999999993,0.14999999999999997,0.20000000000000007,-0.25000000000000006,-0.15000000000000002,0.0,-0.35,-0.35000000000000003,-0.050000000000000044,0.10000000000000009,0.0,0.29999999999999993,0.5,0.44999999999999996
54,Aston Villa,Leeds United,2022-10-02,16:30:00,Matchweek 9,Sun,Home,D,0,0,0,1,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.30000000000000004,-0.5,0.050000000000000044,-0.45000000000000007,-0.25,0.15000000000000002,-0.10000000000000003,-0.19999999999999996,0.29999999999999993,0.050000000000000044,-0.15000000000000002,0.25,-0.35,-0.19999999999999996,0.19999999999999996,0.65,0.25
55,Aston Villa,Leeds United,2023-01-13,20:00:00,Matchweek 20,Fri,Away,L,1,2,0,0,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.30000000000000004,-0.5,0.050000000000000044,-0.45000000000000007,-0.25,0.15000000000000002,-0.10000000000000003,-0.19999999999999996,0.29999999999999993,0.050000000000000044,-0.15000000000000002,0.25,-0.35,-0.19999999999999996,0.19999999999999996,0.65,0.25
57,Aston Villa,Leicester City,2023-04-04,19:45:00,Matchweek 7,Tue,Home,L,1,2,0,1,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.29999999999999993,-0.35,0.30000000000000004,0.19999999999999996,-0.10000000000000003,0.35,0.04999999999999993,-0.3,0.09999999999999998,0.30000000000000004,0.25,-0.55,-0.24999999999999994,-0.5499999999999999,-0.45,0.55,0.5
58,Aston Villa,Liverpool,2022-12-26,17:30:00,Matchweek 17,Mon,Away,W,3,1,1,0,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.5499999999999999,0.30000000000000004,0.625,-0.050000000000000044,0.49999999999999994,0.6,-0.20000000000000007,-0.6,0.44999999999999996,0.35,0.19999999999999996,0.19999999999999996,-0.6,-0.25,-0.5,0.050000000000000044,0.85
59,Aston Villa,Liverpool,2023-05-20,15:00:00,Matchweek 37,Sat,Home,D,1,1,0,1,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.5499999999999999,0.30000000000000004,0.625,-0.050000000000000044,0.49999999999999994,0.6,-0.20000000000000007,-0.6,0.44999999999999996,0.35,0.19999999999999996,0.19999999999999996,-0.6,-0.25,-0.5,0.050000000000000044,0.85
60,Aston Villa,Manchester City,2022-09-03,17:30:00,Matchweek 6,Sat,Away,D,1,1,0,0,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.5,0.4,0.625,0.09999999999999998,0.55,0.65,-0.5,-0.7,0.3999999999999999,-0.14999999999999997,0.44999999999999996,-0.15000000000000002,-0.1499999999999999,-0.3,-0.050000000000000044,-0.3,0.75
61,Aston Villa,Manchester City,2023-02-12,16:30:00,Matchweek 23,Sun,Home,W,3,1,1,1,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.5,0.4,0.625,0.09999999999999998,0.55,0.65,-0.5,-0.7,0.3999999999999999,-0.14999999999999997,0.44999999999999996,-0.15000000000000002,-0.1499999999999999,-0.3,-0.050000000000000044,-0.3,0.75
62,Aston Villa,Manchester Utd,2022-11-06,14:00:00,Matchweek 15,Sun,Away,L,1,3,0,0,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.35,-0.04999999999999993,0.4,-0.32500000000000007,0.3,0.4,-0.4,-0.4,-0.20000000000000007,0.09999999999999998,0.29999999999999993,-0.25,-0.04999999999999993,-0.09999999999999998,-0.30000000000000004,-0.24999999999999997,0.7
63,Aston Villa,Manchester Utd,2023-04-30,14:00:00,Matchweek 34,Sun,Home,W,1,0,1,1,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.35,-0.04999999999999993,0.4,-0.32500000000000007,0.3,0.4,-0.4,-0.4,-0.20000000000000007,0.09999999999999998,0.29999999999999993,-0.25,-0.04999999999999993,-0.09999999999999998,-0.30000000000000004,-0.24999999999999997,0.7
64,Aston Villa,Newcastle Utd,2022-10-29,15:00:00,Matchweek 14,Sat,Home,W,4,0,1,1,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.2,-0.27499999999999997,-0.19999999999999998,-0.15000000000000002,-0.04999999999999999,-0.3,0.35,0.25,-0.35000000000000003,-0.09999999999999998,-0.4,-0.35000000000000003,0.30000000000000004,0.25,0.15000000000000002,0.30000000000000004,0.05000000000000002
65,Aston Villa,Newcastle Utd,2023-04-15,12:30:00,Matchweek 31,Sat,Away,L,0,3,0,0,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.2,-0.27499999999999997,-0.19999999999999998,-0.15000000000000002,-0.04999999999999999,-0.3,0.35,0.25,-0.35000000000000003,-0.09999999999999998,-0.4,-0.35000000000000003,0.30000000000000004,0.25,0.15000000000000002,0.30000000000000004,0.05000000000000002
66,Aston Villa,Nott'ham Forest,2022-10-10,20:00:00,Matchweek 10,Mon,Home,D,1,1,0,1,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.10000000000000003,-0.44999999999999996,-0.12499999999999997,-0.4,-0.4,-0.3,0.29999999999999993,0.25,-0.4,-0.39999999999999997,-0.5,-0.4,0.20000000000000007,-0.04999999999999993,0.09999999999999998,-0.14999999999999997,0.05000000000000002
67,Aston Villa,Nott'ham Forest,2023-04-08,15:00:00,Matchweek 30,Sat,Away,L,0,2,0,0,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.10000000000000003,-0.44999999999999996,-0.12499999999999997,-0.4,-0.4,-0.3,0.29999999999999993,0.25,-0.4,-0.39999999999999997,-0.5,-0.4,0.20000000000000007,-0.04999999999999993,0.09999999999999998,-0.14999999999999997,0.05000000000000002
68,Aston Villa,Southampton,2022-09-16,20:00:00,Matchweek 8,Fri,Away,L,0,1,0,0,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.10000000000000003,-0.39999999999999997,0.10000000000000003,-0.55,0.35000000000000003,0.050000000000000044,0.09999999999999998,-0.09999999999999998,0.19999999999999996,-0.19999999999999996,0.09999999999999998,0.29999999999999993,0.20000000000000007,0.050000000000000044,-0.35000000000000003,0.45000000000000007,0.44999999999999996
69,Aston Villa,Southampton,2023-01-21,15:00:00,Matchweek 21,Sat,Home,L,0,1,0,1,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,-0.10000000000000003,-0.39999999999999997,0.10000000000000003,-0.55,0.35000000000000003,0.050000000000000044,0.09999999999999998,-0.09999999999999998,0.19999999999999996,-0.19999999999999996,0.09999999999999998,0.29999999999999993,0.20000000000000007,0.050000000000000044,-0.35000000000000003,0.45000000000000007,0.44999999999999996
70,Aston Villa,Tottenham,2023-01-01,14:00:00,Matchweek 18,Sun,Home,L,0,2,0,1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.19999999999999996,0.25,0.5,-0.20000000000000007,0.04999999999999999,0.45000000000000007,-0.45000000000000007,-0.55,-0.15000000000000002,0.4,0.35,-0.4,0.10000000000000009,-0.14999999999999997,-0.15000000000000002,-0.04999999999999999,0.30000000000000004
71,Aston Villa,Tottenham,2023-05-13,15:00:00,Matchweek 36,Sat,Away,L,1,2,0,0,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.19999999999999996,0.25,0.5,-0.20000000000000007,0.04999999999999999,0.45000000000000007,-0.45000000000000007,-0.55,-0.15000000000000002,0.4,0.35,-0.4,0.10000000000000009,-0.14999999999999997,-0.15000000000000002,-0.04999999999999999,0.30000000000000004
72,Aston Villa,West Ham,2022-08-28,14:00:00,Matchweek 4,Sun,Away,W,1,0,1,0,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.15000000000000002,-0.09999999999999998,0.35,0.04999999999999993,0.2,0.10000000000000003,-0.050000000000000044,-0.25,-0.30000000000000004,-0.39999999999999997,-0.10000000000000003,-0.09999999999999998,-0.39999999999999997,0.20000000000000007,-0.4,-0.09999999999999998,0.65
73,Aston Villa,West Ham,2023-03-12,14:00:00,Matchweek 27,Sun,Home,D,1,1,0,1,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.15000000000000002,-0.09999999999999998,0.35,0.04999999999999993,0.2,0.10000000000000003,-0.050000000000000044,-0.25,-0.30000000000000004,-0.39999999999999997,-0.10000000000000003,-0.09999999999999998,-0.39999999999999997,0.20000000000000007,-0.4,-0.09999999999999998,0.65
74,Aston Villa,Wolves,2023-01-04,20:00:00,Matchweek 19,Wed,Away,D,1,1,0,0,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.6,-0.19999999999999996,-0.24999999999999997,-0.5,-0.15000000000000002,0.20000000000000007,-0.25000000000000006,-0.35,-0.25000000000000006,-0.25,-0.20000000000000007,-0.5,0.25,0.15000000000000002,-0.6,0.4,0.35
75,Aston Villa,Wolves,2023-05-06,15:00:00,Matchweek 35,Sat,Home,W,1,0,1,1,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.6,-0.19999999999999996,-0.24999999999999997,-0.5,-0.15000000000000002,0.20000000000000007,-0.25000000000000006,-0.35,-0.25000000000000006,-0.25,-0.20000000000000007,-0.5,0.25,0.15000000000000002,-0.6,0.4,0.35
76,Bournemouth,Arsenal,2022-08-20,17:30:00,Matchweek 3,Sat,Away,W,3,0,1,0,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.5,0.49999999999999994,0.65,-0.17499999999999993,0.75,0.5,-0.25,-0.6000000000000001,0.5499999999999999,0.35,0.39999999999999997,0.6499999999999999,-0.6,-0.75,0.95,-0.49999999999999994,-0.04999999999999999
77,Bournemouth,Arsenal,2023-03-04,15:00:00,Matchweek 26,Sat,Home,W,3,2,1,1,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.5,0.49999999999999994,0.65,-0.17499999999999993,0.75,0.5,-0.25,-0.6000000000000001,0.5499999999999999,0.35,0.39999999999999997,0.6499999999999999,-0.6,-0.75,0.95,-0.49999999999999994,-0.04999999999999999
78,Bournemouth,Aston Villa,2022-08-06,15:00:00,Matchweek 1,Sat,Away,L,0,2,0,0,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.050000000000000044,0.39999999999999997,0.19999999999999998,0.2250000000000001,0.35,0.19999999999999998,0.050000000000000044,-0.15000000000000002,0.5,0.09999999999999998,0.25000000000000006,0.6,-0.15000000000000002,-0.30000000000000004,0.6,-0.35,0.0
79,Bournemouth,Aston Villa,2023-03-18,15:00:00,Matchweek 28,Sat,Home,W,3,0,1,1,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.050000000000000044,0.39999999999999997,0.19999999999999998,0.2250000000000001,0.35,0.19999999999999998,0.050000000000000044,-0.15000000000000002,0.5,0.09999999999999998,0.25000000000000006,0.6,-0.15000000000000002,-0.30000000000000004,0.6,-0.35,0.0
80,Bournemouth,Brentford,2022-10-01,15:00:00,Matchweek 9,Sat,Away,D,0,0,0,0,0.45,0.65,0.5,0.475,0.1,0.3,0.95,0.7,0.5,0.75,0.25,0.6,0.05,0.25,0.9,0.5,0.55,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.10000000000000003,0.45,0.35,-0.09999999999999998,0.0,0.15,0.44999999999999996,-0.20000000000000007,0.45,0.25,-0.04999999999999999,0.5499999999999999,-0.7999999999999999,-0.65,0.85,-0.19999999999999996,0.4
81,Bournemouth,Brentford,2023-01-14,17:30:00,Matchweek 20,Sat,Home,W,2,0,1,1,0.45,0.65,0.5,0.475,0.1,0.3,0.95,0.7,0.5,0.75,0.25,0.6,0.05,0.25,0.9,0.5,0.55,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.10000000000000003,0.45,0.35,-0.09999999999999998,0.0,0.15,0.44999999999999996,-0.20000000000000007,0.45,0.25,-0.04999999999999999,0.5499999999999999,-0.7999999999999999,-0.65,0.85,-0.19999999999999996,0.4
82,Bournemouth,Brighton,2023-02-04,15:00:00,Matchweek 22,Sat,Home,W,1,0,1,1,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.45000000000000007,0.55,0.4,-0.37499999999999994,0.5,0.7,0.25,-0.65,0.75,-0.25,0.3,0.4,-0.6499999999999999,-0.7,0.35000000000000003,-0.5499999999999999,0.5499999999999999
83,Bournemouth,Brighton,2023-04-04,19:45:00,Matchweek 7,Tue,Away,W,2,0,1,0,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.45000000000000007,0.55,0.4,-0.37499999999999994,0.5,0.7,0.25,-0.65,0.75,-0.25,0.3,0.4,-0.6499999999999999,-0.7,0.35000000000000003,-0.5499999999999999,0.5499999999999999
84,Bournemouth,Chelsea,2022-12-27,17:30:00,Matchweek 17,Tue,Home,W,2,0,1,1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.30000000000000004,0.75,0.75,0.375,0.8,0.75,-0.3,-0.8,0.85,0.30000000000000004,0.6499999999999999,0.3,-0.44999999999999996,-0.8,0.6499999999999999,-0.09999999999999998,0.7999999999999999
85,Bournemouth,Chelsea,2023-05-06,15:00:00,Matchweek 35,Sat,Away,W,3,1,1,0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.30000000000000004,0.75,0.75,0.375,0.8,0.75,-0.3,-0.8,0.85,0.30000000000000004,0.6499999999999999,0.3,-0.44999999999999996,-0.8,0.6499999999999999,-0.09999999999999998,0.7999999999999999
86,Bournemouth,Crystal Palace,2022-12-31,15:00:00,Matchweek 18,Sat,Away,W,2,0,1,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.0,0.6000000000000001,0.44999999999999996,0.125,0.04999999999999999,0.44999999999999996,0.19999999999999996,-0.30000000000000004,0.6499999999999999,0.050000000000000044,0.2,0.0,-0.25,-0.35,0.8999999999999999,0.0,0.6
87,Bournemouth,Crystal Palace,2023-05-13,15:00:00,Matchweek 36,Sat,Home,W,2,0,1,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.0,0.6000000000000001,0.44999999999999996,0.125,0.04999999999999999,0.44999999999999996,0.19999999999999996,-0.30000000000000004,0.6499999999999999,0.050000000000000044,0.2,0.0,-0.25,-0.35,0.8999999999999999,0.0,0.6
88,Bournemouth,Everton,2022-11-12,15:00:00,Matchweek 16,Sat,Away,L,0,3,0,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,-0.09999999999999998,0.25,0.15,-0.02499999999999991,0.45000000000000007,0.0,0.30000000000000004,-0.050000000000000044,0.09999999999999999,-0.35,-0.09999999999999998,0.95,-0.35,0.04999999999999993,0.5,0.25,0.1
